time_s,backlog_pkts,backlog_bytes
14.5349,32,92354
14.5399,32,92354
14.5449,32,92354
14.5499,32,92354
14.5549,32,92354
14.5599,32,93868
14.5649,32,93868
14.5700,31,90840
14.5749,32,93868
14.5799,31,90840
14.5849,32,93868
14.5899,32,93868
14.5949,32,93868
14.5999,32,93868
14.6049,32,93868
14.6099,32,93868
14.6149,32,93868
14.6199,32,93868
14.6249,32,93868
14.6300,32,93868
14.6349,32,93868
14.6399,32,93868
14.6449,31,90840
14.6499,32,93868
14.6549,32,93868
14.6599,32,93868
14.6649,33,96896
14.6699,32,95382
14.6749,32,95382
14.6799,32,95382
14.6849,32,96896
14.6899,32,96896
14.6949,32,96896
14.6999,32,96896
14.7049,32,96896
14.7099,32,96896
14.7149,32,96896
14.7199,32,96896
14.7249,31,93868
14.7299,32,95382
14.7356,32,95382
14.7404,32,95382
14.7449,32,95382
14.7499,32,95382
14.7549,32,95382
14.7599,32,95382
14.7649,32,95382
14.7699,31,92354
14.7749,33,98410
14.7812,33,98410
14.7858,33,98410
14.7905,32,95382
14.7953,32,95382
14.7999,32,95382
14.8049,32,95382
14.8099,32,95382
14.8149,32,95382
14.8199,33,98410
14.8249,33,98410
14.8299,33,98410
14.8349,33,98410
14.8399,33,96896
14.8449,33,96896
14.8499,33,96896
14.8549,33,96896
14.8599,33,96896
14.8649,33,96896
14.8699,33,96896
14.8749,33,96896
14.8799,33,96896
14.8849,32,95382
14.8899,32,95382
14.8949,32,95382
14.8999,32,95382
14.9049,32,95382
14.9099,32,95382
14.9149,32,95382
14.9199,32,95382
14.9249,32,95382
14.9299,34,98480
14.9349,34,98480
14.9399,34,98480
14.9449,34,98480
14.9499,34,96966
14.9549,34,96966
14.9599,34,96966
14.9649,33,93938
14.9700,33,93938
14.9749,34,96966
14.9799,34,96966
14.9849,34,96966
14.9900,34,96966
14.9949,34,98480
14.9999,34,98480
15.0049,34,98480
15.0100,34,98480
15.0149,34,98480
15.0199,34,98480
15.0249,34,98480
15.0308,34,98480
15.0349,34,98480
15.0399,34,98480
15.0450,33,95452
15.0499,34,98480
15.0549,34,96966
15.0605,34,96966
15.0649,34,96966
15.0700,34,96966
15.0749,34,96966
15.0799,33,93938
15.0849,34,96966
15.0899,33,96896
15.0949,33,96896
15.0999,33,96896
15.1049,33,98410
15.1100,33,98410
15.1149,33,98410
15.1199,33,98410
15.1249,33,98410
15.1299,33,98410
15.1349,32,95382
15.1399,33,98410
15.1449,33,98410
15.1499,33,98410
15.1549,33,98410
15.1599,33,98410
15.1649,34,99924
15.1699,34,99924
15.1753,34,99924
15.1802,34,99924
15.1849,34,99924
15.1899,33,96896
15.1949,33,96896
15.1999,33,96896
15.2049,33,96896
15.2099,34,99924
15.2149,32,95382
15.2199,33,98410
15.2249,33,98410
15.2299,33,98410
15.2349,33,98410
15.2399,33,98410
15.2449,33,98410
15.2499,33,98410
15.2549,33,98410
15.2599,33,98410
15.2649,33,98410
15.2699,34,99924
15.2749,34,99924
15.2799,34,99924
15.2849,34,99924
15.2899,34,99924
15.2954,34,99924
15.2999,34,99924
15.3049,34,99924
15.3099,34,99924
15.3149,34,99924
15.3199,34,99924
15.3249,33,98410
15.3299,33,98410
15.3349,33,98410
15.3399,33,98410
15.3449,33,98410
15.3499,33,98410
15.3549,33,98410
15.3599,33,98410
15.3649,33,98410
15.3699,33,98410
15.3749,33,98410
15.3799,34,99924
15.3849,34,99924
15.3899,34,99924
15.3949,34,99924
15.3999,34,99924
15.4049,34,99924
15.4099,35,102952
15.4149,35,102952
15.4199,35,102952
15.4249,35,102952
15.4299,35,102952
15.4349,34,101438
15.4399,34,101438
15.4449,34,101438
15.4499,34,101438
15.4549,34,101438
15.4599,34,101438
15.4649,34,101438
15.4699,34,101438
15.4749,34,101438
15.4799,34,101438
15.4849,34,101438
15.4899,34,99924
15.4949,34,99924
15.4999,34,99924
15.5049,34,99924
15.5099,34,99924
15.5149,34,99924
15.5199,34,99924
15.5249,34,99924
15.5299,34,99924
15.5349,34,99924
15.5399,34,101438
15.5449,34,101438
15.5499,34,101438
15.5549,34,101438
15.5599,34,101438
15.5649,34,101438
15.5699,34,101438
15.5749,34,101438
15.5799,34,101438
15.5849,34,101438
15.5899,34,101438
15.5949,33,98410
15.5999,33,96896
15.6049,33,96896
15.6099,34,99924
15.6149,34,99924
15.6199,34,99924
15.6249,34,99924
15.6299,34,99924
15.6349,34,99924
15.6399,34,99924
15.6449,34,99924
15.6499,34,101438
15.6549,34,101438
15.6599,34,101438
15.6649,34,101438
15.6699,34,101438
15.6749,33,98410
15.6799,33,98410
15.6849,33,98410
15.6899,34,101438
15.6949,34,101438
15.6999,35,102952
15.7049,35,102952
15.7099,35,102952
15.7149,35,102952
15.7199,35,102952
15.7249,35,102952
15.7299,35,102952
15.7349,34,99924
15.7399,34,99924
15.7449,34,99924
15.7499,34,99924
15.7549,34,99924
15.7599,34,101438
15.7649,34,101438
15.7699,34,101438
15.7749,34,101438
15.7799,34,101438
15.7849,34,101438
15.7899,34,101438
15.7949,34,101438
15.7999,34,101438
15.8049,34,101438
15.8099,35,102952
15.8149,35,102952
15.8199,35,102952
15.8249,35,102952
15.8299,35,102952
15.8349,35,102952
15.8399,35,102952
15.8449,35,102952
15.8499,35,102952
15.8549,35,102952
15.8599,35,102952
15.8651,35,102952
15.8699,34,101438
15.8749,34,101438
15.8799,34,101438
15.8849,34,101438
15.8899,34,101438
15.8949,34,101438
15.8999,34,101438
15.9049,34,101438
15.9099,34,101438
15.9149,34,101438
15.9199,35,102952
15.9249,35,102952
15.9299,35,102952
15.9349,35,102952
15.9399,35,102952
15.9449,35,102952
15.9499,35,102952
15.9549,35,102952
15.9599,35,102952
15.9649,35,102952
15.9699,35,102952
15.9753,34,101438
15.9799,34,101438
15.9849,34,101438
15.9899,34,101438
15.9949,34,101438
15.9999,34,101438
16.0049,34,101438
16.0099,34,101438
16.0149,34,101438
16.0199,34,101438
16.0249,34,101438
16.0299,35,102952
16.0349,35,102952
16.0399,35,102952
16.0449,35,102952
16.0499,35,102952
16.0549,35,102952
16.0599,35,102952
16.0649,34,99924
16.0699,34,99924
16.0753,34,99924
16.0799,34,99924
16.0849,34,101438
16.0899,34,101438
16.0949,34,101438
16.0999,34,101438
16.1049,34,101438
16.1099,34,101438
16.1152,34,101438
16.1199,34,101438
16.1249,34,101438
16.1299,34,101438
16.1349,34,101438
16.1399,35,102952
16.1449,34,99924
16.1499,35,102952
16.1549,35,102952
16.1599,35,102952
16.1649,35,102952
16.1699,34,99924
16.1754,34,99924
16.1799,34,99924
16.1849,34,99924
16.1899,34,99924
16.1949,34,101438
16.1999,34,101438
16.2049,34,101438
16.2099,34,101438
16.2149,34,101438
16.2199,34,101438
16.2249,33,98410
16.2299,34,101438
16.2349,34,101438
16.2399,34,101438
16.2449,35,102952
16.2499,35,102952
16.2549,35,102952
16.2599,35,102952
16.2649,35,102952
16.2699,35,102952
16.2753,35,102952
16.2799,34,99924
16.2849,34,99924
16.2899,34,99924
16.2952,34,99924
16.2999,34,99924
16.3049,34,101438
16.3099,33,98410
16.3149,34,101438
16.3199,34,101438
16.3249,34,101438
16.3299,34,101438
16.3349,34,101438
16.3399,34,101438
16.3449,34,101438
16.3499,34,101438
16.3549,35,102952
16.3599,35,102952
16.3649,35,102952
16.3699,35,102952
16.3749,35,102952
16.3799,35,102952
16.3849,35,102952
16.3899,35,102952
16.3952,35,102952
16.3999,35,102952
16.4049,35,102952
16.4099,35,102952
16.4149,34,101438
16.4199,34,101438
16.4249,34,101438
16.4311,34,101438
16.4352,34,101438
16.4399,34,101438
16.4449,34,101438
16.4499,34,101438
16.4549,34,101438
16.4599,34,101438
16.4649,35,102952
16.4699,35,102952
16.4749,35,102952
16.4799,35,102952
16.4849,35,102952
16.4899,35,102952
16.4949,35,102952
16.4999,36,104466
16.5049,35,101438
16.5100,36,104466
16.5149,36,104466
16.5199,36,104466
16.5249,35,102952
16.5299,35,102952
16.5349,35,102952
16.5399,35,102952
16.5449,35,102952
16.5499,35,102952
16.5549,35,102952
16.5599,35,102952
16.5649,35,102952
16.5705,35,102952
16.5749,35,102952
16.5799,35,102952
16.5849,35,102952
16.5899,35,102952
16.5949,35,102952
16.5999,35,102952
16.6049,35,102952
16.6099,34,99924
16.6149,34,99924
16.6199,35,102952
16.6249,34,99924
16.6299,34,101438
16.6349,34,101438
16.6400,34,101438
16.6449,34,101438
16.6499,34,101438
16.6549,34,101438
16.6599,34,101438
16.6649,33,99924
16.6699,33,99924
16.6749,33,99924
16.6799,33,99924
16.6849,34,101438
16.6899,35,104466
16.6949,34,101438
16.6999,35,104466
16.7049,34,101438
16.7099,35,104466
16.7149,34,101438
16.7199,34,101438
16.7249,34,101438
16.7299,34,101438
16.7349,34,101438
16.7399,34,101438
16.7449,34,101438
16.7500,35,104466
16.7549,35,104466
16.7599,35,104466
16.7649,34,101438
16.7700,34,101438
16.7749,34,101438
16.7802,34,101438
16.7849,34,101438
16.7899,34,101438
16.7949,34,99924
16.7999,34,99924
16.8049,34,99924
16.8099,34,99924
16.8149,34,99924
16.8199,34,99924
16.8249,34,99924
16.8298,34,99924
16.8349,34,99924
16.8399,35,102952
16.8450,34,99924
16.8499,34,101438
16.8555,34,101438
16.8599,33,98410
16.8649,34,101438
16.8699,34,101438
16.8749,34,101438
16.8799,34,101438
16.8849,34,101438
16.8899,34,101438
16.8949,34,101438
16.8999,35,102952
16.9049,35,102952
16.9099,35,102952
16.9149,35,102952
16.9199,35,102952
16.9249,35,102952
16.9299,35,102952
16.9349,34,99924
16.9399,35,102952
16.9449,35,102952
16.9499,35,102952
16.9549,35,102952
16.9599,34,101438
16.9649,34,101438
16.9699,34,101438
16.9749,34,101438
16.9799,34,101438
16.9849,34,101438
16.9899,34,101438
16.9949,34,101438
16.9999,34,101438
17.0049,34,101438
17.0099,35,102952
17.0149,35,102952
17.0199,35,102952
17.0255,35,102952
17.0303,35,102952
17.0349,35,102952
17.0399,35,102952
17.0449,35,102952
17.0499,35,102952
17.0553,35,102952
17.0599,35,102952
17.0649,35,102952
17.0699,34,101438
17.0749,34,101438
17.0799,34,101438
17.0849,34,101438
17.0898,34,101438
17.0949,34,101438
17.0999,34,101438
17.1049,34,101438
17.1099,34,101438
17.1149,34,101438
17.1199,35,102952
17.1249,35,102952
17.1299,35,102952
17.1349,35,102952
17.1399,35,102952
17.1449,35,102952
17.1505,34,99924
17.1553,34,99924
17.1601,34,99924
17.1649,34,99924
17.1699,34,99924
17.1749,34,101438
17.1799,34,101438
17.1849,34,101438
17.1899,34,101438
17.1949,34,101438
17.1999,34,101438
17.2049,34,101438
17.2099,34,101438
17.2159,34,101438
17.2215,34,101438
17.2270,35,102952
17.2309,35,102952
17.2351,34,99924
17.2399,35,102952
17.2449,35,102952
17.2499,35,102952
17.2549,35,102952
17.2599,34,99924
17.2649,34,99924
17.2699,34,99924
17.2753,34,99924
17.2799,34,99924
17.2849,34,101438
17.2899,33,98410
17.2949,34,101438
17.2999,34,101438
17.3049,34,101438
17.3099,33,98410
17.3149,33,98410
17.3199,33,98410
17.3249,34,101438
17.3299,34,101438
17.3349,35,102952
17.3399,35,102952
17.3449,35,102952
17.3499,35,102952
17.3549,35,102952
17.3599,35,102952
17.3649,35,102952
17.3699,35,101438
17.3749,35,101438
17.3799,35,101438
17.3849,35,101438
17.3899,35,101438
17.3949,34,99924
17.3999,35,102952
17.4049,35,102952
17.4099,35,102952
17.4149,35,102952
17.4199,35,102952
17.4249,35,102952
17.4299,35,102952
17.4349,35,102952
17.4399,35,102952
17.4449,35,102952
17.4499,35,102952
17.4549,35,102952
17.4599,35,102952
17.4649,35,102952
17.4699,35,102952
17.4749,35,102952
17.4800,35,102952
17.4849,35,102952
17.4899,35,102952
17.4949,35,102952
17.4999,34,101438
17.5054,34,101438
17.5099,34,101438
17.5149,34,101438
17.5199,34,101438
17.5249,34,101438
17.5300,34,101438
17.5349,34,102952
17.5399,33,99924
17.5449,33,99924
17.5499,33,99924
17.5556,34,101438
17.5599,34,101438
17.5649,34,101438
17.5700,34,101438
17.5749,34,101438
17.5800,34,101438
17.5861,34,101438
17.5902,34,101438
17.5949,34,101438
17.5999,34,101438
17.6049,34,101438
17.6099,34,101438
17.6149,34,101438
17.6199,33,98410
17.6249,35,104466
17.6300,35,104466
17.6349,34,101438
17.6399,35,104466
17.6449,35,104466
17.6500,35,104466
17.6549,35,104466
17.6599,35,104466
17.6649,35,102952
17.6699,35,102952
17.6749,35,102952
17.6810,34,99924
17.6849,35,102952
17.6899,35,102952
17.6949,35,102952
17.6999,35,102952
17.7049,34,99924
17.7100,34,99924
17.7149,34,99924
17.7199,34,101438
17.7249,34,101438
17.7299,34,101438
17.7349,34,101438
17.7399,34,101438
17.7449,34,101438
17.7500,34,101438
17.7554,34,101438
17.7599,34,101438
17.7650,34,101438
17.7700,34,101438
17.7749,35,102952
17.7799,34,99924
17.7849,35,102952
17.7899,35,102952
17.7949,35,102952
17.7999,35,102952
17.8049,34,99924
17.8099,34,99924
17.8149,34,99924
17.8199,34,99924
17.8249,34,99924
17.8299,34,101438
17.8349,34,101438
17.8399,34,101438
17.8449,34,101438
17.8499,34,101438
17.8549,34,101438
17.8599,34,101438
17.8649,33,98410
17.8699,34,101438
17.8749,34,101438
17.8799,35,102952
17.8849,35,102952
17.8899,35,102952
17.8949,35,102952
17.8999,35,102952
17.9049,35,102952
17.9099,35,102952
17.9149,34,99924
17.9199,34,99924
17.9249,34,99924
17.9299,34,99924
17.9349,34,99924
17.9399,34,101438
17.9449,34,101438
17.9499,34,101438
17.9549,33,98410
17.9599,34,101438
17.9649,34,101438
17.9699,34,101438
17.9749,34,101438
17.9799,34,101438
17.9849,34,101438
17.9899,35,102952
17.9949,35,102952
17.9999,35,102952
18.0049,35,102952
18.0099,35,102952
18.0149,35,102952
18.0199,35,102952
18.0249,35,102952
18.0299,35,102952
18.0355,35,102952
18.0399,35,102952
18.0449,35,102952
18.0499,34,101438
18.0549,34,101438
18.0599,34,101438
18.0649,34,101438
18.0699,34,101438
18.0749,34,101438
18.0799,34,101438
18.0849,34,101438
18.0899,34,101438
18.0949,34,101438
18.0999,35,102952
18.1049,35,102952
18.1099,35,102952
18.1149,35,102952
18.1199,35,102952
18.1249,35,102952
18.1299,35,102952
18.1349,35,102952
18.1399,35,102952
18.1449,35,102952
18.1499,35,102952
18.1549,35,102952
18.1599,34,101438
18.1649,34,101438
18.1699,34,101438
18.1749,34,101438
18.1799,34,101438
18.1856,34,101438
18.1899,34,101438
18.1949,34,101438
18.1999,34,101438
18.2049,34,101438
18.2099,35,102952
18.2149,34,99924
18.2205,35,102952
18.2249,35,102952
18.2299,35,102952
18.2355,35,102952
18.2410,35,102952
18.2453,35,102952
18.2506,35,102952
18.2549,35,102952
18.2599,35,102952
18.2649,35,104466
18.2699,35,104466
18.2749,35,104466
18.2799,35,104466
18.2849,35,104466
18.2899,35,104466
18.2949,35,104466
18.2999,35,104466
18.3049,35,104466
18.3099,35,104466
18.3149,35,104466
18.3203,34,99924
18.3249,34,99924
18.3299,34,99924
18.3349,35,102952
18.3399,35,102952
18.3449,35,102952
18.3499,34,99924
18.3549,35,102952
18.3599,35,102952
18.3649,35,102952
18.3699,35,102952
18.3749,35,104466
18.3799,35,104466
18.3848,35,104466
18.3899,35,104466
18.3957,35,104466
18.4001,34,101438
18.4049,34,101438
18.4099,35,104466
18.4149,35,104466
18.4199,35,104466
18.4249,35,102952
18.4299,35,102952
18.4349,35,102952
18.4398,35,102952
18.4449,35,102952
18.4499,35,102952
18.4549,35,102952
18.4599,34,99924
18.4649,35,102952
18.4699,35,102952
18.4749,35,102952
18.4802,35,102952
18.4849,34,101438
18.4899,35,104466
18.4949,35,104466
18.4999,35,104466
18.5049,35,104466
18.5099,35,104466
18.5149,35,104466
18.5199,35,104466
18.5249,35,104466
18.5299,35,104466
18.5349,35,102952
18.5399,35,102952
18.5449,35,102952
18.5499,35,102952
18.5549,35,102952
18.5599,35,102952
18.5649,35,102952
18.5699,36,105980
18.5749,36,105980
18.5803,36,105980
18.5849,36,105980
18.5899,36,105980
18.5949,35,104466
18.5999,35,104466
18.6049,35,104466
18.6099,35,104466
18.6149,35,104466
18.6199,35,104466
18.6249,35,104466
18.6299,35,104466
18.6354,35,104466
18.6399,36,105980
18.6449,36,105980
18.6499,36,105980
18.6549,36,105980
18.6599,36,105980
18.6649,36,105980
18.6699,35,102952
18.6761,35,102952
18.6807,35,102952
18.6860,35,102952
18.6906,35,102952
18.6953,36,105980
18.6999,36,105980
18.7049,35,104466
18.7099,35,104466
18.7149,35,104466
18.7199,35,104466
18.7251,35,104466
18.7299,35,104466
18.7349,35,104466
18.7399,35,104466
18.7449,35,104466
18.7499,36,105980
18.7549,36,105980
18.7599,36,105980
18.7649,36,105980
18.7699,36,105980
18.7749,36,105980
18.7799,36,105980
18.7849,36,105980
18.7899,36,105980
18.7949,36,105980
18.7999,35,102952
18.8049,35,102952
18.8099,35,104466
18.8156,35,104466
18.8200,35,104466
18.8249,35,104466
18.8299,35,104466
18.8349,35,104466
18.8399,35,104466
18.8449,35,104466
18.8499,36,107494
18.8549,36,107494
18.8600,36,105980
18.8649,36,105980
18.8699,35,102952
18.8749,35,102952
18.8799,36,105980
18.8849,36,105980
18.8899,36,105980
18.8952,35,102952
18.8999,36,105980
18.9049,36,105980
18.9099,36,105980
18.9149,36,105980
18.9199,36,107494
18.9249,36,107494
18.9299,36,107494
18.9349,36,107494
18.9399,36,107494
18.9449,36,107494
18.9500,35,104466
18.9549,35,104466
18.9600,36,107494
18.9649,36,105980
18.9703,36,105980
18.9749,36,105980
18.9800,36,105980
18.9849,36,105980
18.9904,36,105980
18.9949,36,105980
18.9999,36,105980
19.0049,35,102952
19.0099,36,105980
19.0149,36,105980
19.0199,36,105980
19.0249,37,109008
19.0300,35,104466
19.0349,35,104466
19.0399,36,107494
19.0449,36,107494
19.0499,36,107494
19.0549,36,107494
19.0599,36,107494
19.0649,36,107494
19.0699,36,107494
19.0749,36,105980
19.0799,36,105980
19.0849,36,105980
19.0899,36,105980
19.0949,36,105980
19.0999,36,105980
19.1049,37,109008
19.1099,37,109008
19.1153,38,110522
19.1199,38,110522
19.1257,38,110522
19.1299,38,110522
19.1349,38,110522
19.1399,37,109008
19.1449,37,109008
19.1499,37,109008
19.1549,37,109008
19.1599,37,109008
19.1649,37,109008
19.1699,37,109008
19.1749,37,109008
19.1799,37,109008
19.1849,37,109008
19.1899,37,109008
19.1949,37,109008
19.1999,37,109008
19.2049,37,109008
19.2099,37,109008
19.2149,37,109008
19.2199,37,109008
19.2249,37,109008
19.2299,37,109008
19.2349,37,109008
19.2399,37,109008
19.2449,37,109008
19.2499,36,107494
19.2549,36,107494
19.2599,36,107494
19.2649,36,107494
19.2699,36,107494
19.2749,36,107494
19.2799,36,107494
19.2849,36,107494
19.2899,36,107494
19.2949,36,107494
19.2999,36,107494
19.3049,36,107494
19.3099,36,107494
19.3155,36,107494
19.3199,37,110522
19.3254,36,107494
19.3299,36,107494
19.3349,36,107494
19.3399,37,110522
19.3449,37,110522
19.3501,37,110522
19.3549,37,110522
19.3600,37,110522
19.3649,37,110522
19.3699,37,110522
19.3751,37,110522
19.3803,37,110522
19.3849,37,110522
19.3899,37,110522
19.3949,38,112036
19.3999,38,112036
19.4049,38,112036
19.4099,38,112036
19.4149,38,112036
19.4199,37,109008
19.4249,37,109008
19.4299,37,109008
19.4349,37,109008
19.4399,37,109008
19.4449,37,109008
19.4499,37,109008
19.4549,37,109008
19.4600,37,109008
19.4649,37,110522
19.4699,37,110522
19.4749,37,110522
19.4799,37,110522
19.4849,37,110522
19.4899,36,107494
19.4949,37,110522
19.5008,38,112036
19.5052,38,112036
19.5099,38,112036
19.5149,38,112036
19.5199,38,112036
19.5252,38,112036
19.5299,38,112036
19.5349,38,112036
19.5399,38,112036
19.5450,38,112036
19.5499,37,109008
19.5549,37,109008
19.5599,37,109008
19.5649,37,109008
19.5707,38,112036
19.5752,36,107494
19.5799,36,107494
19.5849,37,110522
19.5899,37,110522
19.5949,37,110522
19.6000,37,110522
19.6048,38,113550
19.6099,38,112036
19.6149,38,112036
19.6199,38,112036
19.6249,38,112036
19.6299,38,112036
19.6349,38,112036
19.6399,38,112036
19.6449,38,112036
19.6499,38,112036
19.6549,38,112036
19.6601,39,115064
19.6658,39,115064
19.6704,39,115064
19.6748,39,115064
19.6799,39,115064
19.6849,38,113550
19.6899,38,113550
19.6949,38,113550
19.6999,38,113550
19.7049,38,113550
19.7099,38,113550
19.7149,38,113550
19.7201,38,112036
19.7249,38,112036
19.7309,38,112036
19.7355,38,112036
19.7412,39,115064
19.7455,39,115064
19.7499,39,115064
19.7549,39,115064
19.7599,39,115064
19.7649,39,115064
19.7699,39,115064
19.7749,39,115064
19.7799,38,112036
19.7856,38,112036
19.7900,39,115064
19.7949,38,113550
19.8003,38,113550
19.8049,38,113550
19.8099,38,113550
19.8149,38,113550
19.8199,38,113550
19.8249,39,115064
19.8299,39,115064
19.8349,39,115064
19.8399,39,115064
19.8449,39,115064
19.8499,39,115064
19.8549,39,115064
19.8599,39,115064
19.8649,39,115064
19.8699,39,115064
19.8749,39,115064
19.8799,40,118092
19.8849,39,115064
19.8899,39,115064
19.8949,39,115064
19.8999,39,116578
19.9049,39,116578
19.9099,39,116578
19.9149,39,116578
19.9199,39,116578
19.9249,39,116578
19.9301,39,116578
19.9349,39,115064
19.9399,39,115064
19.9449,39,115064
19.9499,39,115064
19.9549,39,115064
19.9599,39,115064
19.9649,38,112036
19.9699,38,112036
19.9749,39,115064
19.9799,40,118092
19.9849,40,116578
19.9899,40,116578
19.9949,40,116578
19.9999,40,116578
20.0049,40,116578
20.0099,40,118092
20.0149,40,118092
20.0200,40,118092
20.0249,40,118092
20.0299,40,118092
20.0349,40,118092
20.0399,39,115064
20.0450,39,115064
20.0499,39,115064
20.0549,40,118092
20.0599,40,118092
20.0649,40,118092
20.0699,40,118092
20.0749,40,118092
20.0800,40,118092
20.0849,40,118092
20.0900,40,118092
20.0949,39,115064
20.0999,40,118092
20.1049,40,118092
20.1100,40,118092
20.1149,40,118092
20.1199,40,119606
20.1249,39,116578
20.1307,40,119606
20.1349,40,119606
20.1399,40,119606
20.1449,40,118092
20.1500,40,118092
20.1549,40,118092
20.1600,41,121120
20.1649,41,121120
20.1699,41,121120
20.1749,41,122634
20.1799,41,122634
20.1849,41,122634
20.1899,41,122634
20.1949,40,119606
20.1999,40,119606
20.2049,40,119606
20.2111,40,119606
20.2154,40,119606
20.2199,40,119606
20.2249,40,119606
20.2299,40,119606
20.2349,40,119606
20.2399,40,119606
20.2449,40,119606
20.2499,41,121120
20.2549,41,121120
20.2599,40,118092
20.2649,41,121120
20.2699,41,121120
20.2749,41,121120
20.2799,41,121120
20.2849,42,124148
20.2899,42,124148
20.2949,42,124148
20.2999,42,124148
20.3050,42,124148
20.3099,42,124148
20.3149,42,124148
20.3199,42,124148
20.3249,41,121120
20.3303,42,124148
20.3349,42,124148
20.3399,41,122634
20.3449,41,122634
20.3499,41,122634
20.3549,42,124148
20.3599,42,124148
20.3649,42,124148
20.3699,42,124148
20.3750,42,124148
20.3806,42,124148
20.3872,42,124148
20.3922,42,124148
20.3968,42,124148
20.4010,41,121120
20.4053,42,124148
20.4099,42,124148
20.4149,42,124148
20.4199,42,124148
20.4249,42,124148
20.4299,43,127176
20.4349,42,124148
20.4399,42,124148
20.4449,42,125662
20.4508,42,125662
20.4552,42,125662
20.4599,42,125662
20.4649,42,124148
20.4699,42,124148
20.4749,42,124148
20.4799,42,124148
20.4849,42,124148
20.4899,43,127176
20.4949,43,127176
20.5000,43,127176
20.5049,43,127176
20.5100,43,127176
20.5149,43,127176
20.5199,43,127176
20.5249,43,127176
20.5299,42,124148
20.5349,42,124148
20.5400,42,124148
20.5471,43,127176
20.5516,43,127176
20.5559,41,122634
20.5604,43,128690
20.5650,43,128690
20.5699,43,127176
20.5749,43,127176
20.5799,43,127176
20.5849,42,124148
20.5899,42,124148
20.5949,43,127176
20.5999,43,127176
20.6049,43,127176
20.6099,43,127176
20.6149,43,127176
20.6199,43,127176
20.6249,44,130204
20.6299,44,130204
20.6349,44,130204
20.6399,43,127176
20.6449,43,127176
20.6499,43,127176
20.6549,43,127176
20.6601,43,127176
20.6649,42,125662
20.6699,44,130204
20.6749,44,130204
20.6799,44,130204
20.6849,44,130204
20.6899,44,130204
20.6949,44,130204
20.6999,44,130204
20.7049,44,130204
20.7099,44,130204
20.7149,44,130204
20.7199,44,130204
20.7249,44,130204
20.7299,44,130204
20.7349,44,130204
20.7399,44,130204
20.7449,44,130204
20.7499,43,127176
20.7549,44,130204
20.7599,45,133232
20.7649,45,133232
20.7699,45,133232
20.7749,45,133232
20.7799,45,133232
20.7849,45,133232
20.7899,45,133232
20.7949,45,133232
20.7999,45,133232
20.8049,45,133232
20.8100,45,133232
20.8149,45,133232
20.8199,45,133232
20.8249,45,133232
20.8300,45,133232
20.8349,45,133232
20.8399,45,133232
20.8449,45,133232
20.8499,45,133232
20.8549,45,133232
20.8600,46,136260
20.8649,46,136260
20.8710,45,133232
20.8769,45,133232
20.8812,45,134746
20.8854,45,133232
20.8899,45,133232
20.8949,45,133232
20.8999,46,136260
20.9056,46,136260
20.9101,46,136260
20.9149,46,136260
20.9199,46,136260
20.9249,46,136260
20.9308,46,136260
20.9350,46,136260
20.9399,46,136260
20.9449,46,136260
20.9499,46,136260
20.9549,46,136260
20.9606,45,133232
20.9649,46,136260
20.9699,47,139288
20.9749,46,136260
20.9799,46,136260
20.9849,46,136260
20.9899,46,136260
20.9949,46,136260
20.9999,46,136260
21.0049,46,136260
21.0099,46,136260
21.0149,46,136260
21.0199,47,139288
21.0249,47,139288
21.0299,47,139288
21.0349,47,139288
21.0399,47,139288
21.0449,47,139288
21.0499,47,139288
21.0549,46,136260
21.0599,46,136260
21.0649,47,139288
21.0699,47,139288
21.0749,46,136260
21.0799,47,139288
21.0849,47,139288
21.0899,47,139288
21.0949,47,137774
21.0999,47,139288
21.1049,47,139288
21.1099,47,139288
21.1149,47,139288
21.1199,47,139288
21.1249,46,136260
21.1299,46,136260
21.1349,46,136260
21.1399,48,142316
21.1449,47,139288
21.1499,48,142316
21.1549,48,142316
21.1599,48,142316
21.1649,48,142316
21.1699,48,142316
21.1749,48,142316
21.1799,48,142316
21.1849,47,139288
21.1899,47,139288
21.1949,48,142316
21.1999,48,140802
21.2049,48,140802
21.2099,48,142316
21.2149,48,142316
21.2213,48,142316
21.2258,48,142316
21.2301,48,142316
21.2349,48,142316
21.2400,49,145344
21.2449,49,145344
21.2499,49,145344
21.2549,49,145344
21.2599,49,145344
21.2649,49,145344
21.2699,49,145344
21.2749,49,145344
21.2799,49,145344
21.2849,49,145344
21.2899,49,145344
21.2949,48,142316
21.2999,50,146858
21.3049,50,146858
21.3099,50,146858
21.3149,50,146858
21.3199,49,145344
21.3250,49,145344
21.3304,49,145344
21.3348,49,145344
21.3399,49,145344
21.3449,50,148372
21.3511,50,148372
21.3555,50,148372
21.3611,50,148372
21.3655,50,148372
21.3701,50,148372
21.3749,50,148372
21.3799,50,148372
21.3849,50,148372
21.3899,50,148372
21.3949,50,148372
21.3999,50,148372
21.4049,51,149886
21.4099,51,149886
21.4149,51,149886
21.4199,51,149886
21.4249,51,149886
21.4299,50,148372
21.4354,50,148372
21.4399,51,151400
21.4449,51,151400
21.4499,51,151400
21.4549,51,151400
21.4599,51,151400
21.4649,51,151400
21.4699,51,151400
21.4753,50,148372
21.4809,51,151400
21.4849,51,151400
21.4899,51,151400
21.4949,51,151400
21.4999,51,151400
21.5049,51,151400
21.5099,52,152914
21.5149,52,152914
21.5199,52,152914
