time_s,backlog_pkts,backlog_bytes
1.9141,0,0
1.9192,62,172596
1.9252,62,172596
1.9293,63,174110
1.9346,62,169568
1.9400,62,169568
1.9450,62,169568
1.9492,62,169568
1.9540,62,168054
1.9600,62,166540
1.9643,62,166540
1.9685,62,165026
1.9746,62,165026
1.9788,62,163512
1.9828,62,161998
1.9873,62,161998
1.9915,62,160484
1.9966,63,160484
2.0024,63,160484
2.0065,63,158970
2.0105,62,155942
2.0146,63,157456
2.0188,63,157456
2.0228,63,155942
2.0280,63,155942
2.0330,63,155942
2.0386,63,154428
2.0432,63,154428
2.0479,63,152914
2.0527,62,149886
2.0574,62,149886
2.0619,62,148372
2.0665,61,145344
2.0711,61,143830
2.0758,61,143830
2.0805,61,142316
2.0853,61,142316
2.0907,61,140802
2.0960,62,142316
2.1012,62,140802
2.1076,62,140802
2.1128,61,136260
2.1186,62,137774
2.1233,61,134746
2.1296,61,133232
2.1343,61,133232
2.1405,61,133232
2.1462,61,131718
2.1511,61,130204
2.1560,62,131718
2.1620,61,130204
2.1680,60,127176
2.1745,59,124148
2.1800,59,125662
2.1869,58,122634
2.1916,57,121120
2.1961,57,122634
2.2010,56,121120
2.2054,57,124148
2.2105,56,124148
2.2154,55,122634
2.2213,55,122634
2.2259,54,122634
2.2307,54,122634
2.2353,53,121120
2.2400,53,122634
2.2448,52,121120
2.2493,53,122634
2.2557,52,122634
2.2611,53,122634
2.2668,52,119606
2.2721,54,124148
2.2786,54,122634
2.2836,54,122634
2.2888,55,124148
2.2951,55,124148
2.2997,55,124148
2.3050,54,122634
2.3106,54,122634
2.3155,55,124148
2.3205,55,125662
2.3265,55,124148
2.3323,55,124148
2.3368,54,122634
2.3419,56,125662
2.3463,54,121120
2.3507,56,124148
2.3551,56,124148
2.3601,56,125662
2.3654,56,125662
2.3699,55,122634
2.3750,55,124148
2.3801,55,122634
2.3844,54,121120
2.3911,55,121120
2.3966,56,122634
2.4034,56,122634
2.4079,57,122634
2.4120,57,122634
2.4162,58,124148
2.4207,58,122634
2.4249,58,121120
2.4290,58,121120
2.4330,60,125662
2.4370,60,125662
2.4420,60,124148
2.4477,59,122634
2.4542,58,122634
2.4591,56,119606
2.4639,55,118092
2.4700,55,116578
2.4749,54,115064
2.4798,54,115064
2.4848,53,112036
2.4893,53,113550
2.4947,52,110522
2.4993,52,110522
2.5041,52,110522
2.5091,51,109008
2.5139,51,109008
2.5205,51,107494
2.5261,50,107494
2.5320,49,105980
2.5384,48,104466
2.5446,48,102952
2.5499,47,99924
2.5547,48,101438
2.5594,48,99924
2.5644,48,98410
2.5692,47,95382
2.5741,47,96896
2.5790,46,93868
2.5844,46,95382
2.5893,45,93868
2.5951,45,93868
2.6023,44,93868
2.6094,43,90840
2.6145,43,89326
2.6196,42,87812
2.6247,41,86298
2.6297,40,84784
2.6349,41,86298
2.6403,40,84784
2.6451,40,84784
2.6501,40,83270
2.6550,40,83270
2.6604,38,78728
2.6654,39,81756
2.6703,37,77214
2.6752,38,80242
2.6802,37,78728
2.6874,35,74186
2.6923,36,77214
2.6972,34,72672
2.7022,34,72672
2.7113,0,0
2.7165,0,0
2.7214,0,0
2.7263,29,66686
2.7321,30,71228
2.7375,29,68200
2.7431,29,68200
2.7482,28,66686
2.7531,29,69714
2.7583,27,66686
2.7636,28,69714
2.7687,27,66686
2.7735,27,68200
2.7785,27,68200
2.7853,27,71228
2.7902,25,66686
2.7952,25,68200
2.8001,24,66686
2.8049,24,66686
2.8101,23,65172
2.8168,24,68200
2.8216,24,69714
2.8278,23,66686
2.8339,0,0
2.8401,0,0
2.8472,0,0
2.8535,0,0
2.8601,24,72672
2.8647,24,72672
2.8700,24,72672
2.8745,0,0
2.8790,0,0
2.8835,0,0
2.8879,24,71158
2.8923,24,71158
2.8967,24,71158
2.9010,24,71158
2.9053,24,71158
2.9095,25,74186
2.9140,25,74186
2.9183,25,74186
2.9252,24,71158
2.9304,24,71158
2.9365,24,71158
2.9408,24,71158
2.9457,24,71158
2.9507,24,71158
2.9560,25,74186
2.9635,24,71158
2.9697,24,71158
2.9742,24,71158
2.9802,24,71158
2.9845,24,71158
2.9888,24,71158
2.9932,25,72672
2.9976,26,75700
3.0037,25,74186
3.0087,25,74186
3.0131,25,74186
3.0178,25,74186
3.0225,25,74186
3.0279,25,74186
3.0323,25,74186
3.0366,25,74186
3.0409,25,74186
3.0473,25,74186
3.0543,25,74186
3.0593,25,74186
3.0658,25,74186
3.0728,25,74186
3.0773,25,74186
3.0817,25,74186
3.0861,25,74186
3.0906,24,71158
3.0949,25,74186
3.0994,26,75700
3.1036,26,75700
3.1080,26,75700
3.1125,26,77214
3.1168,26,77214
3.1213,26,77214
3.1263,26,77214
3.1307,26,77214
3.1350,26,77214
3.1401,26,77214
3.1469,26,77214
3.1519,26,77214
3.1568,26,77214
3.1615,26,77214
3.1659,26,77214
3.1717,26,77214
3.1761,26,77214
3.1805,26,77214
3.1848,26,77214
3.1891,26,77214
3.1933,26,77214
3.1977,25,74186
3.2021,26,77214
3.2066,26,75700
3.2110,27,78728
3.2162,26,75700
3.2226,26,77214
3.2272,26,77214
3.2334,26,77214
3.2383,26,77214
3.2427,26,77214
3.2472,26,77214
3.2516,26,77214
3.2591,26,77214
3.2635,26,77214
3.2680,27,80242
3.2725,27,80242
3.2789,27,80242
3.2835,27,80242
3.2881,27,80242
3.2931,27,80242
3.2986,27,80242
3.3034,27,80242
3.3084,26,77214
3.3129,27,78728
3.3175,27,78728
3.3218,27,78728
3.3262,27,78728
3.3307,27,80242
3.3349,27,80242
3.3393,27,80242
3.3447,27,80242
3.3490,27,80242
3.3541,27,80242
3.3583,27,80242
3.3626,27,80242
3.3669,27,80242
3.3720,27,80242
3.3771,27,80242
3.3825,27,80242
3.3875,27,80242
3.3931,27,80242
3.3983,27,80242
3.4029,27,80242
3.4091,27,80242
3.4142,27,80242
3.4192,28,81756
3.4234,28,81756
3.4282,28,81756
3.4322,28,81756
3.4362,27,78728
3.4408,27,80242
3.4460,27,80242
3.4501,27,80242
3.4544,27,80242
3.4596,26,77214
3.4652,27,80242
3.4694,27,80242
3.4736,27,80242
3.4781,27,80242
3.4822,28,83270
3.4864,28,83270
3.4905,28,83270
3.4946,28,83270
3.4987,28,83270
3.5028,28,83270
3.5070,28,83270
3.5112,28,83270
3.5153,28,83270
3.5194,28,83270
3.5237,28,83270
3.5279,29,84784
3.5344,28,81756
3.5408,28,81756
3.5451,28,81756
3.5493,28,83270
3.5538,28,83270
3.5585,28,83270
3.5646,28,83270
3.5689,28,83270
3.5732,28,83270
3.5775,28,83270
3.5818,28,83270
3.5869,28,83270
3.5952,28,83270
3.6017,28,83270
3.6080,28,83270
3.6132,27,80242
3.6182,27,80242
3.6231,27,80242
3.6280,27,80242
3.6329,28,81756
3.6379,28,81756
3.6429,28,81756
3.6479,28,81756
3.6530,28,81756
3.6581,28,83270
3.6645,27,80242
3.6689,28,83270
3.6734,27,80242
3.6784,28,83270
3.6830,28,83270
3.6914,28,83270
3.6982,28,83270
3.7031,29,86298
3.7112,29,86298
3.7161,29,86298
3.7213,29,86298
3.7268,29,86298
3.7312,29,86298
3.7357,28,83270
3.7413,29,84784
3.7458,30,87812
3.7502,30,87812
3.7546,30,87812
3.7593,30,87812
3.7642,30,87812
3.7692,29,86298
3.7743,29,86298
3.7793,29,86298
3.7843,29,86298
3.7890,29,86298
3.7941,29,86298
3.7999,29,86298
3.8048,29,86298
3.8101,29,86298
3.8151,29,86298
3.8199,29,86298
3.8246,29,86298
3.8293,29,86298
3.8348,29,86298
3.8397,29,86298
3.8447,30,87812
3.8495,30,87812
3.8545,31,89326
3.8595,31,89326
3.8652,30,86298
3.8709,30,86298
3.8767,30,87812
3.8834,30,87812
3.8886,30,87812
3.8946,30,87812
3.8998,30,87812
3.9044,30,87812
3.9116,30,87812
3.9167,30,87812
3.9218,30,87812
3.9262,29,84784
3.9305,30,87812
3.9354,30,87812
3.9421,30,87812
3.9479,30,87812
3.9527,30,87812
3.9576,30,87812
3.9621,29,84784
3.9665,30,87812
3.9707,30,87812
3.9750,30,87812
3.9797,30,87812
3.9849,30,89326
3.9901,30,89326
3.9958,29,87812
4.0006,30,90840
4.0076,30,90840
4.0126,30,90840
4.0177,30,90840
4.0227,29,87812
4.0275,30,90840
4.0321,30,90840
4.0365,30,90840
4.0407,30,90840
4.0451,30,90840
4.0496,29,87812
4.0539,29,87812
4.0602,31,92354
4.0680,30,89326
4.0726,30,89326
4.0774,29,86298
4.0825,30,89326
4.0873,31,92354
4.0939,31,92354
4.0986,31,92354
4.1029,31,92354
4.1087,31,92354
4.1141,31,92354
4.1185,31,92354
4.1232,30,89326
4.1301,30,89326
4.1360,30,89326
4.1408,31,92354
4.1470,31,92354
4.1518,31,92354
4.1566,31,92354
4.1616,31,92354
4.1675,31,90840
4.1722,31,90840
4.1776,31,90840
4.1824,31,90840
4.1872,31,90840
4.1919,31,90840
4.1967,31,90840
4.2030,30,89326
4.2085,30,89326
4.2133,30,89326
4.2199,30,89326
4.2270,30,89326
4.2325,30,89326
4.2375,30,89326
4.2425,30,89326
4.2477,30,89326
4.2527,30,89326
4.2574,30,89326
4.2622,31,92354
4.2672,31,92354
4.2718,31,92354
4.2765,31,90840
4.2812,31,90840
4.2861,31,90840
4.2908,31,90840
4.2994,32,93868
4.3076,31,90840
4.3125,30,89326
4.3191,31,92354
4.3254,31,92354
4.3301,31,92354
4.3349,31,92354
4.3406,31,92354
4.3467,31,92354
4.3553,31,92354
4.3606,30,89326
4.3676,31,92354
4.3729,31,92354
4.3787,31,92354
4.3845,31,90840
4.3904,31,90840
4.3952,30,87812
4.4037,32,93868
4.4088,32,93868
4.4145,32,93868
4.4199,31,92354
4.4250,31,92354
4.4304,31,92354
4.4356,31,92354
4.4413,30,89326
4.4478,31,92354
4.4536,31,92354
4.4594,31,92354
4.4643,31,92354
4.4691,31,92354
4.4741,31,92354
4.4792,31,92354
4.4842,31,92354
4.4889,32,93868
4.4942,32,93868
4.5003,32,93868
4.5054,31,90840
4.5108,31,90840
4.5157,31,90840
4.5217,31,90840
4.5265,31,90840
4.5313,31,92354
4.5363,30,89326
4.5412,30,89326
4.5461,31,92354
4.5519,31,92354
4.5568,31,92354
4.5617,31,92354
4.5666,31,92354
4.5722,31,92354
4.5770,31,92354
4.5828,31,92354
4.5877,31,92354
4.5950,32,93868
4.6034,32,93868
4.6098,32,93868
4.6148,31,90840
4.6199,31,90840
4.6249,31,90840
4.6300,31,90840
4.6354,31,90840
4.6404,30,89326
4.6453,31,92354
4.6510,31,92354
4.6560,31,92354
4.6610,31,92354
4.6663,31,92354
4.6752,31,92354
4.6803,31,92354
4.6853,31,92354
4.6904,31,92354
4.6957,31,92354
4.7009,31,92354
4.7058,32,93868
4.7111,32,93868
4.7160,32,93868
4.7204,32,93868
4.7258,33,96896
4.7306,33,96896
4.7357,33,96896
4.7408,33,96896
4.7454,33,96896
4.7504,32,95382
4.7554,32,95382
4.7618,32,95382
4.7669,32,95382
4.7724,32,95382
4.7773,32,95382
4.7822,32,95382
4.7872,32,95382
4.7916,32,95382
4.7959,32,95382
4.8001,32,95382
4.8044,32,95382
4.8088,32,95382
4.8129,32,93868
4.8170,32,93868
4.8212,32,93868
4.8254,32,93868
4.8296,32,93868
4.8358,33,96896
4.8407,32,93868
4.8461,33,96896
4.8513,32,93868
4.8563,32,95382
4.8611,32,95382
4.8660,32,95382
4.8709,32,95382
4.8758,32,95382
4.8809,32,95382
4.8860,32,95382
4.8918,32,95382
4.8967,32,95382
4.9014,32,95382
4.9059,32,95382
4.9102,32,95382
4.9145,32,95382
4.9188,32,95382
4.9231,32,93868
4.9273,32,93868
4.9316,32,93868
4.9361,32,93868
4.9418,32,93868
4.9467,32,93868
4.9527,32,93868
4.9591,33,96896
4.9645,33,96896
4.9709,32,95382
4.9755,32,95382
4.9799,32,95382
4.9842,32,95382
4.9886,32,95382
4.9930,32,95382
4.9972,32,95382
5.0020,32,95382
5.0067,32,95382
5.0111,32,95382
5.0160,31,92354
5.0206,32,95382
5.0251,32,95382
5.0294,33,96896
5.0338,33,96896
5.0383,33,96896
5.0431,33,96896
5.0496,33,96896
5.0543,32,93868
5.0604,32,93868
5.0667,33,96896
5.0729,33,96896
5.0774,32,95382
5.0818,32,95382
5.0863,31,92354
5.0907,32,95382
5.0951,32,95382
5.0994,32,95382
5.1039,32,95382
5.1085,32,95382
5.1150,32,95382
5.1194,32,95382
5.1239,32,95382
5.1283,32,95382
5.1347,31,92354
5.1392,33,96896
5.1469,33,96896
5.1515,33,96896
5.1561,33,96896
5.1604,32,93868
5.1647,32,93868
5.1689,32,93868
5.1733,32,93868
5.1777,33,96896
5.1826,33,96896
5.1869,32,95382
5.1920,32,95382
5.1993,32,95382
5.2039,32,95382
5.2085,32,95382
5.2128,32,95382
5.2181,32,95382
5.2227,32,95382
5.2271,32,95382
5.2315,32,95382
5.2369,32,95382
5.2422,32,95382
5.2472,33,96896
5.2522,33,96896
5.2570,33,96896
5.2635,33,96896
5.2686,32,93868
5.2745,32,93868
5.2796,32,93868
5.2845,32,93868
5.2909,33,96896
5.2956,32,95382
5.3019,32,95382
5.3079,31,92354
5.3153,32,95382
5.3212,32,95382
5.3277,32,95382
5.3321,32,95382
5.3366,32,95382
5.3410,32,95382
5.3466,32,95382
5.3516,32,95382
5.3583,33,96896
5.3631,33,96896
5.3676,33,96896
5.3725,33,96896
5.3771,32,93868
5.3819,32,93868
5.3869,32,93868
5.3920,32,93868
5.3981,32,93868
5.4032,32,95382
5.4093,32,95382
5.4156,32,95382
5.4198,32,95382
5.4253,32,95382
5.4301,32,95382
5.4351,32,95382
5.4395,32,95382
5.4451,32,95382
5.4490,32,95382
5.4530,32,95382
5.4586,32,95382
5.4636,33,96896
5.4678,33,96896
5.4722,33,96896
5.4763,33,96896
5.4804,33,96896
5.4868,32,93868
5.4951,32,93868
5.5033,33,96896
5.5098,33,96896
5.5147,32,95382
5.5195,32,95382
5.5244,32,95382
5.5293,32,95382
5.5341,32,95382
5.5397,32,95382
5.5449,32,95382
5.5507,32,95382
5.5558,32,95382
5.5606,32,95382
5.5664,32,95382
5.5714,33,96896
5.5770,33,96896
5.5827,33,96896
5.5880,33,96896
5.5928,33,96896
5.5977,33,96896
5.6023,32,93868
5.6067,32,93868
5.6111,33,96896
5.6179,33,96896
5.6224,32,95382
5.6280,32,95382
5.6325,32,95382
5.6396,32,95382
5.6447,32,95382
5.6496,32,95382
5.6540,32,95382
5.6586,32,95382
5.6637,32,95382
5.6689,32,95382
5.6740,32,95382
5.6786,31,92354
5.6849,33,96896
5.6902,33,96896
5.6948,33,96896
5.6992,32,93868
5.7036,33,96896
5.7080,33,96896
5.7124,33,96896
5.7166,33,96896
5.7217,33,96896
5.7270,33,96896
5.7320,32,95382
5.7372,32,95382
5.7424,32,95382
5.7473,32,95382
5.7527,32,95382
5.7578,32,95382
5.7638,32,95382
5.7688,32,95382
5.7735,32,95382
5.7788,32,95382
5.7841,32,95382
5.7890,33,96896
5.7939,33,96896
5.7989,33,96896
5.8040,33,96896
5.8089,33,96896
5.8159,34,98410
5.8210,34,98410
5.8259,34,98410
5.8308,34,98410
5.8357,33,96896
5.8423,33,96896
5.8473,33,96896
5.8526,33,96896
5.8602,33,96896
5.8655,33,96896
5.8709,33,96896
5.8793,33,96896
5.8861,32,93868
5.8934,33,96896
5.8987,33,96896
5.9038,33,96896
5.9100,33,96896
5.9151,33,96896
5.9200,33,96896
5.9248,33,96896
5.9297,33,96896
5.9347,33,96896
5.9397,33,96896
5.9446,33,96896
5.9495,32,95382
5.9544,32,95382
5.9592,32,95382
5.9641,32,95382
5.9707,31,93868
5.9764,31,93868
5.9823,31,93868
5.9881,32,96896
5.9929,32,96896
5.9977,32,96896
6.0038,32,96896
6.0090,32,95382
6.0141,32,95382
6.0192,32,95382
6.0245,32,95382
6.0292,32,95382
6.0346,32,95382
6.0395,32,95382
6.0443,32,95382
6.0489,32,95382
6.0534,31,92354
6.0582,32,95382
6.0630,32,95382
6.0679,32,95382
6.0728,32,95382
6.0773,32,95382
6.0821,32,95382
6.0869,32,95382
6.0919,32,95382
6.0969,32,95382
6.1029,32,95382
6.1078,32,95382
6.1126,32,95382
6.1175,32,95382
6.1226,32,93868
6.1274,32,93868
6.1326,33,96896
6.1408,32,93868
6.1468,32,93868
6.1523,33,96896
6.1592,32,93868
6.1659,32,95382
6.1717,32,95382
6.1769,32,95382
6.1818,32,95382
6.1869,32,95382
6.1934,32,95382
6.2002,31,92354
6.2071,32,95382
6.2122,32,95382
6.2183,32,95382
6.2240,32,95382
6.2290,33,96896
6.2340,33,96896
6.2391,32,93868
6.2442,33,96896
6.2493,32,93868
6.2542,32,93868
6.2610,32,93868
6.2660,32,93868
6.2711,33,96896
6.2759,32,95382
6.2808,32,95382
6.2859,32,95382
6.2911,32,95382
6.2978,32,95382
6.3033,32,95382
6.3084,31,92354
6.3145,31,92354
6.3194,31,92354
6.3242,31,92354
6.3292,32,95382
6.3341,33,96896
6.3400,33,96896
6.3453,33,96896
6.3505,33,96896
6.3553,33,96896
6.3603,32,93868
6.3652,32,93868
6.3701,33,96896
6.3767,33,96896
6.3815,33,96896
6.3863,32,95382
6.3912,32,95382
6.3973,32,95382
6.4040,32,95382
6.4113,32,95382
6.4177,32,95382
6.4233,31,92354
6.4283,31,92354
6.4333,32,95382
6.4398,32,95382
6.4460,33,96896
6.4518,33,96896
6.4565,33,96896
6.4611,33,96896
6.4666,33,96896
6.4713,33,96896
6.4759,33,96896
6.4809,33,96896
6.4853,33,96896
6.4895,33,96896
6.4937,31,92354
6.4979,32,95382
6.5021,32,95382
6.5062,32,95382
6.5106,32,95382
6.5157,32,95382
6.5233,32,95382
6.5298,32,95382
6.5356,32,95382
6.5404,32,95382
6.5452,32,95382
6.5511,32,95382
6.5562,33,96896
6.5613,32,93868
6.5665,33,96896
6.5716,33,96896
6.5765,32,93868
6.5813,32,93868
6.5868,32,93868
6.5917,32,93868
6.5966,32,93868
6.6014,32,95382
6.6063,32,95382
6.6120,32,95382
6.6168,32,95382
6.6216,32,95382
6.6267,32,95382
6.6318,31,92354
6.6366,31,92354
6.6414,31,92354
6.6463,31,92354
6.6519,32,95382
6.6576,32,95382
6.6650,33,96896
6.6710,33,96896
6.6760,33,96896
6.6808,33,96896
6.6863,33,95382
6.6912,33,95382
6.6964,33,95382
6.7013,33,95382
6.7071,34,98410
6.7120,33,96896
6.7169,33,96896
6.7218,33,96896
6.7269,33,96896
6.7318,33,96896
6.7390,32,93868
6.7474,33,96896
6.7527,33,96896
6.7603,33,96896
6.7666,33,96896
6.7716,33,96896
6.7765,33,96896
6.7819,33,96896
6.7865,33,96896
6.7912,33,96896
6.7957,32,93868
6.8028,33,96896
6.8083,33,96896
6.8133,32,93868
6.8185,32,95382
6.8234,32,95382
6.8282,32,95382
6.8333,32,95382
6.8386,32,95382
6.8435,31,93868
6.8484,31,93868
6.8549,32,96896
6.8601,32,96896
6.8650,32,96896
6.8715,31,93868
6.8781,31,93868
6.8823,32,95382
6.8863,32,95382
6.8904,33,98410
6.8943,33,98410
6.8981,32,95382
6.9021,32,95382
6.9060,31,92354
6.9097,32,95382
6.9139,32,95382
6.9176,32,95382
6.9217,32,95382
6.9264,31,92354
6.9307,32,95382
6.9353,32,95382
6.9396,32,95382
6.9440,33,98410
6.9482,33,98410
6.9527,33,98410
6.9570,33,98410
6.9616,33,98410
6.9662,32,95382
6.9704,32,95382
6.9745,32,95382
6.9786,32,95382
6.9830,32,95382
6.9875,33,98410
6.9919,33,96896
6.9962,33,96896
7.0005,33,96896
7.0047,32,93868
7.0098,33,96896
7.0148,32,93868
7.0191,32,93868
7.0232,32,93868
7.0278,32,93868
7.0332,32,93868
7.0379,32,95382
7.0429,32,95382
7.0479,32,95382
7.0523,32,95382
7.0565,32,95382
7.0631,32,95382
7.0695,32,95382
7.0739,32,95382
7.0785,32,95382
7.0827,32,95382
7.0869,32,95382
7.0918,32,95382
7.0973,33,96896
7.1021,33,96896
7.1063,33,96896
7.1109,33,96896
7.1158,33,96896
7.1220,32,93868
7.1264,32,93868
7.1307,33,96896
7.1353,33,96896
7.1399,33,96896
7.1447,33,96896
7.1488,32,95382
7.1536,32,95382
7.1588,32,95382
7.1637,32,95382
7.1683,32,95382
7.1727,32,95382
7.1783,32,95382
7.1845,32,95382
7.1905,32,95382
7.1957,32,95382
7.2026,32,95382
7.2096,33,96896
7.2155,33,96896
7.2237,33,96896
7.2295,33,96896
7.2349,32,93868
